name,email,sex,is_teacher,is_student,gender2,fav_subject,int_test,decimal_test,range_test,date_test,time_test,date_time,image_test,file_test,autocalc_test,geolocation_test,barcode_test,geo_area_test,percent_test
subj_359,subj_359@gmail.com,m,On,On,note here,"math, nepali, english",81,114.61,46,06-Aug-24,00:39,21/09/2024 04:32,,,,"27.729706905955023,85.3401706851212",,"27.20149281872834,85.22317549761702,27.50330576560929,85.22982762174702,27.675708979290548,85.0715469748896",62
subj_360,,m,Off,Off,,english,87,,145,30-Sep-25,08:55,01/05/2024 08:50,,,,"27.017903723062993,85.49302564716861",,"28.438443254477455,85.41601462715971,28.221364396452525,85.16975118495081,27.502295090196966,85.14586897990633",63
subj_361,,m,Off,On,note here,math,38,144.15,43,18-Feb-26,,24/02/2025 03:21,,,,"28.087671474479357,85.25459139143096",,,39
subj_362,,f,Off,On,sample input,"nepali, english, math",32,42.91,0,21-May-24,,17/08/2024 15:32,,,,,,"28.344887944292875,85.31114456697121,27.78418699699847,85.26813929194084,27.022405416342348,85.24973475097272",58
subj_363,subj_363@gmail.com,f,On,Off,note here,"english, math, nepali",1,,64,26-Jan-26,10:10,,,,,"28.325480819026584,85.24203730596857",,,64
subj_364,subj_364@gmail.com,f,On,On,,"english, nepali",44,33.84,62,30-Sep-24,,02/09/2025 14:42,,,,,,"28.213862225360074,85.34848526452512,28.244210497788433,85.08124540987446,27.745425336820567,85.33356238525114",
subj_365,,m,Off,On,,"english, nepali",14,194.99,153,25-Apr-26,19:39,22/04/2026 07:10,,,,"27.446541585413826,85.1630650713125",,,95
subj_366,subj_366@gmail.com,m,On,On,,english,23,,9,,03:17,13/01/2024 16:07,,,,,,"27.83544393605121,85.10517179771138,28.103264297118873,85.34067053143376,27.543278859820386,85.02314758079069",
subj_367,subj_367@gmail.com,f,On,Off,user response,"english, nepali, math",42,95.22,157,,21:26,20/01/2025 06:29,,,,"27.219698206918608,85.28036242781698",,"27.161624625558375,85.47673142338046,28.359321175202666,85.41319815214531,28.339174235082076,85.07334393509075",96
subj_368,subj_368@gmail.com,,On,On,sample input,"math, english",48,174.61,53,26-Jul-26,,,,,,"27.36466046609385,85.10965327889859",,,21
subj_369,subj_369@gmail.com,,On,Off,,"english, nepali",6,153.88,162,10-Jul-25,11:06,14/09/2025 10:12,,,,,,,18
subj_370,subj_370@gmail.com,f,Off,On,,nepali,43,132.6,161,28-Mar-26,17:50,,,,,"28.14392858088259,85.1673539093955",,"27.37400527718099,85.41042068840723,27.26570032458006,85.17973676143623,27.601613414139585,85.14975522365383",
subj_371,subj_371@gmail.com,f,On,On,lorem ipsum,nepali,39,,125,16-Oct-26,17:54,31/03/2025 16:10,,,,"28.37110311635,85.41837014380992",,,30
subj_372,subj_372@gmail.com,m,On,On,sample input,"math, nepali",24,70.83,171,,,20/05/2024 11:25,,,,"27.65728300697552,85.47771931040401",,,4
subj_373,subj_373@gmail.com,f,On,On,sample input,"nepali, english",82,147.9,12,27-Oct-24,13:48,25/09/2024 09:36,,,,"27.761835033586934,85.06150751333058",,,
subj_374,subj_374@gmail.com,f,Off,On,note here,"math, nepali",40,161.46,195,15-Aug-26,05:20,,,,,"28.332895355713934,85.19392653679934",,"27.01142205633385,85.09436835645161,28.396917067812055,85.30208672309885,28.39432028785841,85.15506001015173",22
subj_375,subj_375@gmail.com,f,On,Off,lorem ipsum,"nepali, math, english",57,165.69,90,16-Oct-24,20:44,18/08/2025 16:45,,,,"28.23494969079049,85.27036128047996",,"27.115677125238243,85.1094775112306,28.1882362929972,85.21753507216503,27.747066251476827,85.49369845924177",49
subj_376,,,On,On,lorem ipsum,"nepali, math, english",95,,104,26-Jun-25,,04/11/2025 10:45,,,,"27.214770418840306,85.09662965055718",,"27.86442648104813,85.28390657277977,27.97002254205576,85.22028915008906,27.081258065252015,85.19825192336235",70
subj_377,subj_377@gmail.com,,Off,Off,user response,math,13,134.37,40,09-Jun-25,06:45,,,,,"27.707227084900516,85.04178207817843",,"27.25726010707547,85.09390618450253,27.635710833961006,85.13203029457674,27.924865619619283,85.24284625361189",
subj_378,subj_378@gmail.com,m,Off,Off,,"english, nepali, math",50,199.25,44,10-Sep-24,22:25,18/08/2025 09:00,,,,,,,
subj_379,subj_379@gmail.com,f,Off,Off,sample input,math,38,105.42,82,10-Jul-24,22:58,30/05/2024 00:32,,,,"27.299422556631452,85.23397359325512",,"27.859892701160238,85.38367313542544,28.252431561239813,85.1988349352352,27.10020564539541,85.24198749923278",71
subj_380,,m,Off,On,free text,"nepali, english, math",64,,53,17-Mar-24,23:15,08/11/2024 22:39,,,,"28.044013506115654,85.3302492518913",,"27.0783547477472,85.08551962055625,27.92483053151064,85.38755009344868,28.134072951803393,85.29184079255752",
subj_381,,m,On,Off,sample input,math,41,34.32,140,08-Mar-24,10:57,16/11/2025 17:10,,,,"28.443218579419494,85.32624399032198",,"28.043425703467722,85.0326844861198,27.516974298106152,85.358540531527,27.23560704346055,85.17416994913526",1
subj_382,subj_382@gmail.com,m,Off,Off,lorem ipsum,"math, english, nepali",25,117.43,12,07-Mar-25,16:55,24/08/2024 22:05,,,,"27.1096007804929,85.40233376574686",,"27.777889928528857,85.40473453400507,27.28806446587518,85.31448787819564,27.645945989273727,85.08720787612714",3
subj_383,subj_383@gmail.com,m,Off,Off,user response,"math, english",56,84.22,136,20-Mar-26,02:52,31/03/2025 18:28,,,,"28.45808069796646,85.06945195382461",,,47
subj_384,subj_384@gmail.com,f,On,On,sample input,"nepali, math",90,152.06,66,16-Aug-26,16:07,12/11/2026 22:47,,,,,,,95
subj_385,subj_385@gmail.com,m,Off,On,lorem ipsum,"math, nepali, english",91,99.33,34,18-Jan-26,,07/11/2025 14:37,,,,"27.954168211450682,85.03608183160436",,"27.82167366339483,85.15469445822544,28.047082842579137,85.41668719723593,28.179182114734882,85.48852368602394",16
subj_386,subj_386@gmail.com,f,Off,On,sample input,"math, english",23,,164,06-Aug-26,06:08,12/04/2026 03:28,,,,"28.166882761247713,85.11155616159381",,"27.045264829374425,85.08991142782791,27.153890358395763,85.09796627678409,28.193406632173506,85.14641606701521",45
subj_387,subj_387@gmail.com,f,On,Off,,"nepali, math",46,169.65,167,07-Sep-25,12:41,15/08/2026 07:59,,,,,,"27.16673138549803,85.23490003315963,27.90727828815709,85.43917341418526,28.27067079434022,85.38213896052987",28
subj_388,subj_388@gmail.com,,On,On,user response,"nepali, math, english",68,87.0,91,,11:41,20/11/2024 15:45,,,,,,,
subj_389,subj_389@gmail.com,m,Off,On,note here,nepali,49,,104,19-Nov-26,23:28,22/05/2025 20:23,,,,"28.18448768064534,85.01382351254385",,"27.77474059257185,85.24840869837321,28.25329035520043,85.21239264458151,27.23919351493995,85.15644941642452",100
subj_390,,f,Off,On,note here,"nepali, english",91,,194,22-Jan-26,01:38,14/09/2025 05:30,,,,,,"27.878373020166364,85.07476350440734,27.502924530793386,85.44279851028398,27.714821270120474,85.37207161302172",43
subj_391,subj_391@gmail.com,f,On,Off,sample input,"english, nepali",7,,27,,06:48,12/10/2026 23:08,,,,"28.410202528444838,85.43413925827434",,"27.891761204373076,85.03067639367042,27.825126971027156,85.292245717897,27.436450771995688,85.14656149006257",14
subj_392,subj_392@gmail.com,m,Off,Off,sample input,"english, math",65,53.0,149,06-Dec-26,,,,,,"28.035902584420025,85.26319404194504",,"28.14058088058775,85.02104924892313,27.46933700498382,85.34221502069745,27.494467661813072,85.03926764022148",96
subj_393,subj_393@gmail.com,,Off,Off,user response,"math, nepali",81,181.16,135,,16:26,09/07/2025 05:25,,,,"27.40941721942084,85.31538813645521",,"27.739500971674456,85.19551127410185,28.14356822560064,85.1500049020204,27.312079743597366,85.27291459688006",21
subj_394,,m,Off,Off,lorem ipsum,english,82,199.13,47,09-Sep-25,04:20,30/10/2026 02:14,,,,"27.344666734414623,85.26050290361431",,"27.09061136519345,85.14581717826925,27.362880467212218,85.43503130934455,27.69576952411372,85.34177211872316",86
subj_395,subj_395@gmail.com,m,On,Off,,english,32,95.4,195,,05:36,26/01/2024 22:55,,,,"27.978333069926393,85.46585256803326",,"27.925618764222627,85.40140352686709,27.001557235758206,85.26350795841385,27.979314509726546,85.35860272486879",77
subj_396,,m,Off,Off,lorem ipsum,"math, nepali",79,101.07,175,,09:37,07/11/2025 03:55,,,,"27.681926736095896,85.46861964515703",,"28.228346090861166,85.23120307241217,27.315448941403588,85.19172044063892,28.407446237276684,85.18177714754015",0
subj_397,subj_397@gmail.com,f,Off,Off,sample input,"english, math, nepali",91,107.26,193,,13:56,18/03/2025 09:01,,,,"27.91209150365148,85.13960130634142",,"27.797208392798364,85.28912006748233,27.50675510419616,85.13605915031933,27.226538409947178,85.06977183310308",55
subj_398,subj_398@gmail.com,,On,Off,sample input,"math, english, nepali",60,,112,13-Feb-24,19:06,17/04/2026 03:54,,,,"28.452849626967733,85.37107810131255",,"27.971233563935378,85.16941315876099,28.326045826789,85.28278334422659,28.279391896529102,85.33505687429212",71
subj_399,subj_399@gmail.com,f,Off,On,,"nepali, math, english",94,153.53,111,22-Sep-24,,21/01/2025 11:07,,,,"27.796016807268114,85.43159127120522",,"27.68357088827878,85.27644297738618,28.271609254322122,85.4823301158004,27.492483164054573,85.36931519105993",94
subj_400,subj_400@gmail.com,f,Off,Off,user response,"english, nepali, math",37,83.76,81,13-Dec-24,01:15,11/06/2025 01:02,,,,"27.332768047122997,85.17259278603032",,"27.626743524785148,85.1932904400872,28.44617359040636,85.0586497181099,28.30781313140905,85.16358053386399",41
subj_401,subj_401@gmail.com,,Off,Off,note here,"math, english, nepali",71,62.27,38,08-Jul-24,17:30,08/08/2026 16:33,,,,"27.064623941718196,85.40803089818498",,"27.235081337227374,85.21628475828543,28.288637487820083,85.04720977455707,28.00072601782893,85.30630937124305",21
subj_402,subj_402@gmail.com,m,Off,On,free text,"english, nepali",11,130.4,27,,11:02,30/04/2025 15:54,,,,,,"27.531437624531883,85.11142139032076,27.127005107648323,85.39502339507092,27.36073512255926,85.14134386767266",
subj_403,subj_403@gmail.com,m,Off,Off,lorem ipsum,"nepali, math",78,143.43,65,,,17/07/2025 02:43,,,,,,"28.126366056294785,85.10017645613038,27.053063095086312,85.45293167778797,28.314477636436383,85.09240950044824",4
subj_404,,m,On,Off,lorem ipsum,"english, nepali, math",89,157.58,133,19-Mar-24,21:57,03/01/2025 12:47,,,,"27.34092546226251,85.00878697515459",,"27.098962916360115,85.19878560448068,28.410070389121355,85.2508384979284,27.33098734468289,85.17682820588442",42
subj_405,,m,Off,On,note here,math,26,,35,,05:07,28/08/2026 04:21,,,,"28.217887290086455,85.06428110273231",,"27.468607757261825,85.03985778968372,27.233918944599772,85.04577932378022,28.33081789653402,85.18835083418011",11
subj_406,subj_406@gmail.com,m,Off,Off,free text,math,34,143.52,49,10-May-25,,29/03/2026 13:03,,,,"27.658285747717482,85.37856617663509",,,86
subj_407,subj_407@gmail.com,m,Off,Off,lorem ipsum,nepali,50,105.75,115,21-May-25,18:11,26/05/2026 01:46,,,,"27.84095474206261,85.43920733322258",,"27.092971458003472,85.06833315237417,27.841826052820785,85.34185441905218,27.074501915331105,85.09277491485675",23
subj_408,subj_408@gmail.com,m,On,On,free text,"english, nepali, math",41,18.35,50,24-Oct-25,,19/04/2026 06:21,,,,"28.252279068795335,85.18064292081122",,"27.734103664051897,85.42500893940698,28.093922069759,85.43806974341838,28.10205436858106,85.3210874803239",97
subj_409,subj_409@gmail.com,f,Off,On,note here,"math, nepali",58,80.75,2,07-Nov-26,,,,,,,,"27.527106654822543,85.16745084529195,27.76774470131778,85.4298998610473,27.22408493025831,85.17036355661564",56
subj_410,,f,Off,Off,note here,"nepali, math",17,,21,03-Aug-25,11:59,26/08/2024 06:10,,,,"27.77485876233347,85.3680505495363",,"28.450437868472132,85.02680975735318,27.627568034543945,85.02019910942781,27.2199799814562,85.23126322578652",
subj_411,subj_411@gmail.com,m,On,Off,free text,"english, math, nepali",31,184.66,98,07-Jul-24,13:48,,,,,"27.0940375844402,85.0327416989972",,"27.895530049270725,85.14373776445365,27.9731375634413,85.09623468463501,27.688304187077204,85.2667460873902",79
subj_412,,m,Off,On,note here,"math, english",71,174.22,105,15-Jan-26,10:08,15/11/2026 18:59,,,,"27.624295699503016,85.33792975025757",,"27.281937056945942,85.0776005721469,27.113467145547737,85.40981965244927,27.833079377369494,85.47357051995333",57
subj_413,subj_413@gmail.com,f,Off,On,lorem ipsum,"math, nepali, english",13,,71,29-Jan-26,,,,,,,,"27.77171001219634,85.26996262204689,27.50529076909107,85.11923159943312,28.132848105263378,85.42464220406052",5
subj_414,subj_414@gmail.com,,On,On,,english,79,138.03,93,18-Aug-25,18:22,,,,,"27.079876002709707,85.4490741858099",,"27.63599869073847,85.32637233227408,27.434616132853876,85.43684770023474,28.10151861237209,85.21614721299612",19
subj_415,subj_415@gmail.com,f,Off,On,,math,26,,10,,16:47,31/08/2025 14:28,,,,"27.7788799946793,85.47736130190043",,"28.10497592355044,85.0520453749796,27.04011372861605,85.01408713739093,27.255369726327018,85.3474742010469",63
subj_416,,m,Off,On,sample input,"math, nepali, english",62,60.34,60,,11:36,01/12/2024 07:59,,,,"27.529839882399468,85.49303002393533",,"27.854596451119225,85.2023798290285,27.082440582212804,85.43045980622716,27.023531290924957,85.44924181787273",84
subj_417,subj_417@gmail.com,m,Off,Off,note here,math,6,21.11,53,22-Sep-24,,02/12/2025 19:54,,,,"27.544829085460048,85.34791018916151",,"27.414607243635636,85.3263715460497,27.200436205504346,85.43006125954388,27.864665161621055,85.05575175256293",85
subj_418,subj_418@gmail.com,m,Off,On,note here,nepali,83,37.89,109,,17:27,24/06/2024 10:44,,,,"28.352931695592552,85.40302543592679",,"27.328564439751574,85.3321921362115,27.832948704326533,85.24742552629478,28.145345645711366,85.16665434790599",59
subj_419,subj_419@gmail.com,f,Off,Off,,nepali,21,47.34,64,14-Sep-26,21:16,09/01/2025 11:44,,,,,,"27.285312951066377,85.05057109389317,27.9576079528782,85.19656453992562,27.137753151402762,85.00187121417453",
subj_420,subj_420@gmail.com,f,Off,Off,user response,nepali,34,,178,10-Nov-24,12:20,28/10/2026 16:01,,,,"27.480221316971246,85.33553404959044",,"27.342671168226836,85.07072871047708,27.730524217371645,85.2554647683557,28.160050135162198,85.3549167219761",83
subj_421,subj_421@gmail.com,f,On,On,user response,english,21,69.94,36,18-Mar-25,20:44,01/08/2025 05:33,,,,"27.982530441894255,85.07284879948287",,"27.62587715022646,85.15067592543214,27.581703052226768,85.36060413638694,27.98311169937685,85.35104625600029",32
subj_422,subj_422@gmail.com,m,On,Off,user response,"nepali, math, english",39,101.41,59,24-Oct-26,09:00,09/08/2026 02:50,,,,"27.89407377083715,85.32806870672066",,"27.29994532937938,85.1315053232947,27.460193306972418,85.42299570824515,28.098125845306324,85.2653427178621",30
subj_423,subj_423@gmail.com,f,Off,On,free text,nepali,43,15.98,70,22-May-25,21:03,,,,,"27.46441930456189,85.35944604262073",,"27.14196586843454,85.27394037112013,27.888806473306882,85.15383428547555,27.070429871237206,85.02605226784391",100
subj_424,subj_424@gmail.com,,Off,On,lorem ipsum,nepali,57,181.67,23,02-May-24,19:11,20/02/2026 07:25,,,,"28.354291556007176,85.14450413954813",,"28.138967515652688,85.42992700485114,27.17166748143354,85.31085634053741,27.850930358392116,85.33439889275668",37
subj_425,subj_425@gmail.com,f,On,Off,lorem ipsum,"math, nepali",15,13.66,88,08-Oct-25,,15/03/2026 09:12,,,,"27.03822440464353,85.00078552540913",,"28.422906176079817,85.02239035626012,27.795097590202772,85.28890665713192,28.048912517846578,85.31936730007033",
subj_426,subj_426@gmail.com,f,On,Off,,"english, nepali",97,,131,04-Dec-26,17:06,,,,,"28.054069862989888,85.37004566249924",,"27.916212306489076,85.25921098935686,27.296725030305403,85.42140169346092,28.446396258731394,85.23324203280008",34
subj_427,subj_427@gmail.com,f,Off,On,note here,"nepali, math, english",79,156.89,79,18-Dec-25,21:28,,,,,,,"27.66181667932146,85.13346975628278,28.291668670346535,85.262573845671,28.38466421045369,85.31748248113878",
subj_428,subj_428@gmail.com,f,Off,Off,user response,"math, nepali",35,,103,,,14/08/2024 08:43,,,,"27.8186127280592,85.30854334814724",,"28.493067026481185,85.41869799490279,28.207944217335452,85.1830263883748,27.869675259242996,85.17573620947444",90
subj_429,,f,On,On,note here,"math, english",51,7.78,75,,11:35,21/04/2025 14:34,,,,"27.161286365057666,85.39795242659814",,"27.230103506053013,85.29943085186403,28.197254954561743,85.01652115117534,27.245659089887617,85.17130519058095",95
subj_430,subj_430@gmail.com,f,On,Off,user response,math,99,123.57,55,01-Feb-24,09:19,06/09/2026 08:55,,,,"28.192211709061954,85.33378930047932",,"28.112308957143615,85.34940564399426,28.098133359670598,85.37573240708463,27.28613383668182,85.1745257348512",46
subj_431,subj_431@gmail.com,f,On,Off,user response,english,64,128.63,35,08-Sep-26,18:43,06/12/2025 10:22,,,,"27.213079644964655,85.21569323490853",,"28.282394270210876,85.22158467989694,27.124248139446454,85.49609977058633,28.26747538659032,85.330021742703",24
subj_432,,m,On,On,,"math, nepali",25,21.84,190,28-Feb-26,04:19,28/02/2026 05:38,,,,"27.110911393600762,85.2343693654962",,"27.77569293033022,85.11668422436465,27.67690549485741,85.0979971360702,27.26809406388738,85.15032823506672",
subj_433,,f,Off,Off,note here,english,86,28.84,75,,19:23,16/06/2026 22:31,,,,"27.26216059008757,85.12765423748802",,"28.145532589085295,85.22866489971967,28.43313455092779,85.02639169039323,28.340505571832477,85.03021366784408",45
subj_434,subj_434@gmail.com,m,Off,Off,lorem ipsum,english,45,4.26,133,20-Dec-25,05:28,03/12/2026 12:35,,,,,,"27.75829762295073,85.26591832333877,28.08361229558003,85.28894640761067,27.10436965211073,85.40198085593151",19
subj_435,,,On,Off,note here,"english, nepali",71,28.04,42,08-Apr-24,18:33,19/04/2026 21:57,,,,"28.050454435715572,85.39712199642966",,"27.252512567290797,85.48225243804825,27.129116021111823,85.32450665183741,28.05788609184778,85.07886823682549",39
subj_436,,f,Off,Off,user response,math,51,175.34,78,05-Jan-24,16:10,20/04/2026 16:09,,,,"27.357054989597227,85.1463848974795",,"27.585388453632618,85.19364583604299,27.17359921696703,85.43279520912768,27.91373112266714,85.073051092301",89
subj_437,subj_437@gmail.com,m,Off,Off,free text,math,31,,158,13-May-25,06:10,13/12/2026 07:06,,,,"27.58698484520948,85.35787465592584",,"28.496642929191236,85.40945507041003,27.449568752195294,85.33193332703642,27.1247220475469,85.43563965785326",38
subj_438,,m,Off,On,lorem ipsum,"english, math, nepali",83,76.89,114,04-Dec-25,,27/09/2025 01:06,,,,"27.054878600132742,85.44882499536583",,"28.058680493957926,85.05195808243442,28.267814244596057,85.35763076553589,27.17995109508762,85.49034464255939",
subj_439,subj_439@gmail.com,,On,Off,,"english, nepali, math",82,122.51,199,22-Apr-26,20:15,31/08/2025 22:19,,,,"27.57101064695072,85.15205940443884",,"27.94664832100036,85.31181506562983,27.58500542956976,85.00624187478574,27.26090639823536,85.07371917729512",
subj_440,subj_440@gmail.com,,Off,On,user response,math,15,,136,07-Oct-24,13:51,10/01/2025 15:29,,,,"27.49107630132112,85.16585588973062",,"27.083052126500316,85.33734262188226,28.296690289255555,85.24871417349269,27.105301172762324,85.21420873081844",91
subj_441,subj_441@gmail.com,m,Off,On,user response,nepali,61,2.59,13,01-Feb-25,21:08,02/07/2025 14:10,,,,"28.024458729319424,85.12298958104803",,"28.010841875377004,85.11145566200773,27.769633757449675,85.41128812064849,28.29039033709843,85.28071505790064",53
subj_442,subj_442@gmail.com,f,Off,On,,"english, nepali, math",6,140.8,170,05-Jan-24,16:25,19/11/2025 11:23,,,,"27.254933741189042,85.02326640478857",,"27.26422149717069,85.13918460450617,27.20714218233061,85.36777255082887,27.66817375088475,85.47181751932254",20
subj_443,subj_443@gmail.com,f,On,Off,lorem ipsum,"math, english",15,154.16,40,10-Jan-26,08:05,24/02/2026 21:37,,,,"27.060348554139722,85.10115252183878",,,100
subj_444,subj_444@gmail.com,f,On,On,free text,"nepali, math, english",36,37.65,183,30-Aug-25,16:10,13/07/2026 00:28,,,,"27.155574593000242,85.18124593942848",,,81
subj_445,subj_445@gmail.com,m,Off,On,sample input,"english, nepali, math",27,,98,23-Feb-26,17:51,06/05/2025 13:06,,,,"27.22930075785107,85.07793339288882",,"28.311173561981743,85.25164760996515,27.69260195509105,85.30975563379191,27.322558624339848,85.21418533702985",0
subj_446,subj_446@gmail.com,m,On,On,free text,nepali,63,179.38,71,10-Oct-26,12:14,06/04/2026 04:43,,,,,,"28.169996713044185,85.12724074867363,28.174886554966804,85.2110822733984,28.163280464022275,85.16150382591759",15
subj_447,subj_447@gmail.com,,On,Off,user response,"math, nepali, english",31,,153,,00:13,09/09/2026 02:43,,,,"27.594572092509114,85.46746411240893",,"27.31027561250339,85.32448749336811,27.887580787628934,85.34166499946878,28.17168714796245,85.45752480948912",59
subj_448,subj_448@gmail.com,f,Off,Off,free text,"nepali, math",42,2.17,59,24-Apr-26,00:13,01/09/2026 14:26,,,,,,"27.755901998051122,85.04832526866211,27.027293903564658,85.27226609874097,27.620775761160033,85.42133224718101",46
subj_449,subj_449@gmail.com,m,Off,On,user response,"english, nepali",45,167.28,100,27-Jan-26,22:52,12/11/2026 09:18,,,,"27.188255548545552,85.03957474276761",,"27.432062018084274,85.05818109461875,27.37085163905658,85.10649381784684,28.099583477538296,85.10778154217846",80
subj_450,,m,Off,On,note here,"nepali, math, english",87,16.83,152,06-Jun-26,20:10,09/08/2026 21:50,,,,"28.23191706495288,85.32164545028668",,"27.586222834435556,85.11570910829785,27.327093726808656,85.36805494850402,27.120538684567965,85.1213567924165",21
subj_451,subj_451@gmail.com,,Off,Off,sample input,"english, math, nepali",93,140.45,41,14-Jun-25,17:09,,,,,"28.407956104785935,85.11986008853324",,,33
subj_452,,f,On,Off,free text,english,6,190.69,94,11-May-24,13:17,28/12/2025 04:33,,,,"28.136900560610165,85.42395142156705",,,37
subj_453,subj_453@gmail.com,f,Off,Off,lorem ipsum,"math, english",31,51.21,101,21-Oct-24,04:56,04/08/2025 04:02,,,,"28.018925029217797,85.45689403332243",,"27.911115142999922,85.20093816803256,27.63352480415821,85.4896622906852,27.41788652039228,85.23446757323916",
subj_454,,m,On,Off,free text,english,6,100.85,160,24-Apr-26,07:46,10/08/2026 15:45,,,,"27.58899575292245,85.3689140894349",,"27.235631276081264,85.10204829881044,28.132394176184697,85.3155049429712,28.35766093028243,85.15690027970777",75
subj_455,subj_455@gmail.com,,Off,On,lorem ipsum,nepali,80,95.37,76,28-Oct-24,18:46,25/12/2024 14:18,,,,"27.42260387976251,85.36844195299102",,"28.429060138222237,85.21965371838938,27.145988464319462,85.33327324066472,27.014284547543227,85.39350176063616",94
subj_456,subj_456@gmail.com,f,Off,Off,sample input,"math, nepali",64,38.46,27,09-Aug-24,03:21,23/04/2024 02:16,,,,"28.422413983902487,85.1108726436965",,"27.836770750577852,85.35079497554278,27.298902924097792,85.22238196871632,27.101741220996075,85.348526888014",34
subj_457,subj_457@gmail.com,f,On,On,lorem ipsum,math,19,,7,19-Dec-25,16:58,05/12/2026 00:57,,,,"27.444666578672788,85.07292138542192",,"27.86275552396835,85.46689327983637,27.43702043238979,85.25624580724313,28.210217870446826,85.34585905624881",14
subj_458,subj_458@gmail.com,m,Off,On,note here,"nepali, english",22,31.15,166,22-Sep-24,06:28,10/09/2024 09:30,,,,"28.099657955885547,85.19912582208734",,"27.142675783910096,85.01257475054511,28.459693967995282,85.04820496718295,27.187331017665976,85.43548204253982",38
subj_459,subj_459@gmail.com,m,Off,On,note here,"math, english, nepali",67,68.74,63,06-Jun-26,,25/08/2026 15:34,,,,"27.514680794317645,85.20311330698625",,"27.19619148987426,85.28713724058817,27.222162120938687,85.46429731504742,28.196896970303428,85.11690963713053",52
subj_460,subj_460@gmail.com,m,Off,Off,lorem ipsum,"nepali, math, english",12,120.57,21,,03:16,30/09/2024 00:16,,,,,,"27.150330056618916,85.36761134599702,27.876292900638497,85.252302636568,27.899224893420364,85.16794856586459",47
subj_461,subj_461@gmail.com,m,On,On,,"math, english",1,,53,23-Nov-25,,12/10/2024 15:15,,,,,,"28.392458212315933,85.46034360039295,28.42298379023582,85.1464763039061,28.075424861940476,85.33150695346743",
subj_462,subj_462@gmail.com,f,Off,On,note here,"math, english, nepali",35,13.0,38,29-Jul-25,15:26,,,,,"27.773304857338832,85.02473495704353",,"27.191313494451283,85.46704813610317,27.432478782130673,85.25058583225446,28.49480135688853,85.28332133846563",88
subj_463,subj_463@gmail.com,f,On,On,user response,"nepali, english",75,194.38,124,,23:55,23/09/2024 00:13,,,,"28.31979846496693,85.12054895968562",,"28.323634646480826,85.13262532233381,28.021941547187026,85.07618951592914,27.257863043743722,85.45075502893137",
subj_464,,m,On,On,lorem ipsum,"math, nepali, english",73,,63,29-Nov-24,07:36,04/10/2026 01:19,,,,"28.061609585337024,85.41358210070531",,,86
subj_465,subj_465@gmail.com,f,On,Off,free text,math,73,190.86,157,10-Jun-24,15:42,31/08/2025 00:18,,,,"27.229453338079814,85.46711618979528",,"27.425381357162866,85.31696033204237,27.834882593585125,85.46208304470892,27.268947640263633,85.10228494487124",51
subj_466,,f,On,Off,free text,"english, nepali",37,198.44,95,15-Jan-25,07:26,16/04/2026 06:40,,,,"27.77108803133131,85.23758660042336",,"27.393618409364407,85.42178510285898,27.583296040292375,85.06455381591748,27.35995129188954,85.26729073373363",82
subj_467,subj_467@gmail.com,m,Off,Off,free text,nepali,62,153.6,177,19-Jun-25,07:12,,,,,"28.24331850235614,85.42214707420179",,,82
subj_468,,m,Off,On,,nepali,90,138.55,122,05-May-26,00:44,27/08/2024 16:25,,,,"27.56928087739155,85.44359813046825",,"27.816699497287033,85.1928126174299,28.056048321896995,85.39332731230171,27.724036185411723,85.21271021419177",50
subj_469,subj_469@gmail.com,f,Off,On,lorem ipsum,"nepali, english",27,35.38,174,25-Jan-26,09:12,01/04/2026 10:49,,,,,,"27.366867224173856,85.17483875293865,27.009390051035655,85.1755442326307,27.17875700224627,85.06419223918695",
subj_470,subj_470@gmail.com,f,Off,Off,,"english, nepali",51,,94,14-Mar-25,23:27,15/11/2025 16:58,,,,"27.21766962047964,85.19164824346451",,"27.03858292666264,85.2831256317674,27.601859281250192,85.27579510631851,27.456762309746257,85.47073042752713",54
subj_471,subj_471@gmail.com,,Off,On,note here,math,18,29.15,125,31-Oct-26,,23/09/2024 00:29,,,,"27.65693010585179,85.21377530337858",,"27.729168750832926,85.36438056107083,27.534767547662142,85.06542237080467,28.29365317817918,85.41402347098234",45
subj_472,subj_472@gmail.com,f,Off,On,free text,english,18,76.31,196,,00:00,25/02/2026 12:44,,,,"27.190320998895285,85.20764176253583",,,
subj_473,,f,Off,On,lorem ipsum,"english, nepali, math",55,186.29,165,,22:51,30/11/2025 18:07,,,,"27.771827552916236,85.05816397317464",,,12
subj_474,subj_474@gmail.com,m,Off,On,,"math, nepali, english",3,30.25,140,13-Jul-25,08:46,09/09/2024 15:17,,,,"28.330317411040532,85.01718640021318",,"28.241432467028016,85.0766065938086,27.427918927422528,85.31453434507009,27.27636421509207,85.15155817062178",91
subj_475,subj_475@gmail.com,m,On,On,lorem ipsum,"nepali, math",6,46.92,100,11-Dec-25,11:00,,,,,,,,16
subj_476,subj_476@gmail.com,f,On,On,sample input,"english, math, nepali",84,,61,24-Mar-25,,16/03/2026 06:48,,,,"27.8046954134543,85.451873361914",,"27.740345522323434,85.19492926910264,28.24286141730048,85.09379890598548,28.40461842339233,85.29021224712596",41
